"ဆိုက်သစ်",96.145109,17.015301,"36,55"
"ဆိုင်းဘုတ်",96.143864,16.994658,"36"
"ဆီဆိုင်",96.203924,16.784553,"4,8,31,33,34,56,58"
"ဆီအုန်း",96.234391,17.188273,"45"
"ဆူးလေပန်းခြံ",96.159584,16.773932,"4,7,57"
"ဆူးလေမြို့တော်ခန်းမ",96.158876,16.776192,"7,12,28,29,36,61"
"ဆောက်လုပ်ရေး",96.24063,16.828696,"2,4,5,8,10,16,20,23,31,32,33,34,39,42,44,54,55,60"
"ဆောက်လုပ်ရေး(မှော်ဘီ)",95.988915,17.173062,"55"
"ဆောက်လုပ်ရေးလမ်းခွဲ",96.203706,17.347648,"45"
"ဆောက်လုပ်ရေးသစ်",95.993679,17.168962,"55"
"ဆောင်(၂)",96.097108,16.912065,"21,39,40"
"ဆေးကျောင်း",96.133996,16.920338,"11,35,37,41"
"ဆေးခန်း",96.076704,16.958559,"40,42,55"
"ဆေးဂဲလ်",96.127964,17.01643,"35,37,41,44"
"ဆေးတပ်",96.076248,17.106627,"55"
"ဆေးရုံ",96.170384,16.799372,"8"
"ဆေးရုံကုန်း",96.185596,17.327411,"45"
"ဆေးရုံကြီး",96.150594,16.779607,"56"
"ဆေးရုံကွေ့",96.185986,16.930274,"17,19"
"ဆေးရုံရှေ့",96.23963,16.891247,"1,22,46"
"ဆေးဝါး",95.997155,17.15379,"55"
"ဇင်ယော်",96.083139,16.947126,"40"
"ဇဝန",96.188176,16.828111,"1,3,7,10,18,32"
"ဈေးကွေ့",96.162695,16.82237,"12,14,29,33"
"ဈေးဘူတာ",96.112893,16.860102,"15,16,19,61"
"ဈေးလမ်း",96.043788,16.89486,"17,22"
"ဈေးလေး",96.183548,16.809938,"9,10,17,18,22,24,25,28,54,59"
"ညောင်ကုန်း",96.207268,17.230948,"45"
"ညောင်တန်း",96.175217,16.77856,"5,24,26"
"ညောင်နီတံတား",96.45823,16.748167,"34"
"ညောင်ပင်",96.248939,16.905454,"1,6,10,15,30,31,34,36,40,42,45,46,61"
"ညောင်ပင်လေးဈေး",96.327424,16.753674,"34,56,57,58"
"ညောင်ဝိုင်း",96.321595,16.667563,"33"
"တကောင်း",96.173497,16.85482,"10,12,18,32"
"တစ်ဆယ့်ငါး",96.1095,17.074015,"55"
"တစ်ရာ့လေးဆယ်",96.255732,16.915075,"1,46"
"တပ်ထိပ်",96.089095,16.85445,"16,18,20,23,32,36,42"
"တပ်ဖွဲ့",96.196739,16.799616,"5,9,10,33"
"တပ်ရင်း(၃)",96.230459,16.878599,"1,46"
"တပ်ရင်း(၉)",96.14453,17.003503,"36"
"တရားရုံး",96.150602,16.948091,"36"
"တာဆုံ",96.083366,17.005462,"39,43,44"
"တာမွေဈေး/တာမွေဗလီ",96.176172,16.807725,"9,25"
"တာမွေဈေးဟောင်း/အခွန်လွတ်ဈေး",96.174892,16.813353,"18"
"တာမွေပလာဇာ",96.175378,16.810768,"26,59"
"တာမွေဗလီ",96.17689,16.809481,"9,18,25,26,59"
"တိုက်ကြီးခန်းမ",95.966084,17.311105,"55"
"တိုက်ကြီးဈေး",95.963472,17.31384,"55"
"တိုက်ကြီးတာခွ",95.970529,17.288119,"55"
"တိုက်ကြီးဖောင်ကြီးလမ်းခွဲ",95.975229,17.294142,"55"
"တိုက်တူးကန်",96.456943,16.748167,"34"
"တိုးချဲ့",96.044236,16.86825,"16,20,23"
